movie_id,title,year,tmdb_id,directors,actors,genres,tags,avg_rating,rating_count
3000007168,Mohini,1957,,,,Costume Fantasy,bollywood indian cinema hindi,3.6,25
3000007167,Miss Mary,1957,,,,Comedy Family,bollywood indian cinema hindi,3.6,25
3000007166,Miss India,1957,,,,Social,bollywood indian cinema hindi,3.6,25
3000007165,Miss Bombay,1957,,,,Action Social,bollywood indian cinema hindi,3.6,25
3000007164,Mirza Sahiban,1957,,,,Legend Romance,bollywood indian cinema hindi,3.6,25
3000007163,Mera Salaam,1957,,,,Social,bollywood indian cinema hindi,3.6,25
3000007162,Maya Nagri,1957,,,,Fantasy,bollywood indian cinema hindi,3.6,25
3000007161,Mai Baap,1957,,,,Family Social,bollywood indian cinema hindi,3.6,25
3000007182,Neelofar,1957,,,,Costume Fantasy,bollywood indian cinema hindi,3.6,25
3000007183,Paisa,1957,,,,Social,bollywood indian cinema hindi,3.6,25
3000007184,Pardesi,1957,,,,Travel Romance,bollywood indian cinema hindi,3.6,25
3000007160,Maharani,1957,,,,Costume,bollywood indian cinema hindi,3.6,25
3000007207,Ustad,1957,,,,Nan,bollywood indian cinema hindi,3.6,25
3000007206,Tumsa Nahin Dekha,1957,,,,Romance Drama,bollywood indian cinema hindi,3.6,25
3000007205,Talash,1957,,,,Action Drama,bollywood indian cinema hindi,3.6,25
3000007204,Taj Poshi,1957,,,,Action Costume,bollywood indian cinema hindi,3.6,25
3000007203,Suvarna Sundari,1957,,,,Fantasy,bollywood indian cinema hindi,3.6,25
3000007202,Shyam Ki Jogan,1957,,,,Devotioal,bollywood indian cinema hindi,3.6,25
3000007201,Shesh Naag,1957,,,,Fantasy,bollywood indian cinema hindi,3.6,25
3000007200,Sheroo,1957,,,,Social Action,bollywood indian cinema hindi,3.6,25
3000007199,Sharada,1957,,,,Social Family Drama,bollywood indian cinema hindi,3.6,25
3000007198,Sant Raghu,1957,,,,Devotional,bollywood indian cinema hindi,3.6,25
3000007209,Zamana,1957,,,,Social,bollywood indian cinema hindi,3.6,25
3000007197,Samundar,1957,,,,Action,bollywood indian cinema hindi,3.6,25
3000007195,Ram Lakshman,1957,,,,Religious,bollywood indian cinema hindi,3.6,25
3000007194,Ram Hanuman Yuddha,1957,,,,Devotional,bollywood indian cinema hindi,3.6,25
3000007193,Raja Vikram,1957,,,,Fantasy,bollywood indian cinema hindi,3.6,25
3000007192,Qaidi,1957,,,,Action,bollywood indian cinema hindi,3.6,25
3000007191,Pyaasa,1957,,,,Social Drama,bollywood indian cinema hindi,3.6,25
3000007190,Paying Guest,1957,,,,Romance Thriller Drama,bollywood indian cinema hindi,3.6,25
3000007189,Payal,1957,,,,Social,bollywood indian cinema hindi,3.6,25
3000007188,Pawan Putra Hanuman,1957,,,,Religious,bollywood indian cinema hindi,3.6,25
3000007187,Parvin,1957,,,,Social,bollywood indian cinema hindi,3.6,25
3000007186,Patal Pari,1957,,,,Fantasy,bollywood indian cinema hindi,3.6,25
3000007196,Rani Rupmati,1957,,,,Historical Legend Drama,bollywood indian cinema hindi,3.6,25
3000007185,Paristan,1957,,,,Fantasy,bollywood indian cinema hindi,3.6,25
3000007107,Aadhi Roti,1957,,,,Social,bollywood indian cinema hindi,3.6,25
3000007157,Lal Batti,1957,,,,Social,bollywood indian cinema hindi,3.6,25
3000007130,Dekh Kabira Roya,1957,,,,Comedy,bollywood indian cinema hindi,3.6,25
3000007129,Coffee House,1957,,,,Social Romance,bollywood indian cinema hindi,3.6,25
3000007128,Chhote Babu,1957,,,,Social Family,bollywood indian cinema hindi,3.6,25
3000007127,Chenghiz Khan,1957,,,,Action,bollywood indian cinema hindi,3.6,25
3000007126,Chandi Puja,1957,,,,Devotional,bollywood indian cinema hindi,3.6,25
3000007125,Champakali,1957,,,,Romance,bollywood indian cinema hindi,3.6,25
3000007123,Bhakta Dhruva,1957,,,,Mythological,bollywood indian cinema hindi,3.6,25
3000007122,Bhabhi,1957,,,,Family Drama,bollywood indian cinema hindi,3.6,25
3000007121,Begunah,1957,,,,Thriller Comedy,bollywood indian cinema hindi,3.6,25
3000007120,Bansari Bala,1957,,,,Fantasy,bollywood indian cinema hindi,3.6,25
3000007131,Diler Daku,1957,,,,Action Costume,bollywood indian cinema hindi,3.6,25
3000007119,Bandi,1957,,,,Family Drama,bollywood indian cinema hindi,3.6,25
3000007117,Bada Bhai,1957,,,,Family,bollywood indian cinema hindi,3.6,25
3000007116,Baarish,1957,,,,Romance Social,bollywood indian cinema hindi,3.6,25
3000007115,Apradhi Kaun?,1957,,,,Nan,bollywood indian cinema hindi,3.6,25
3000007114,Anjali,1957,,,,Social Drama,bollywood indian cinema hindi,3.6,25
3000007113,Alladdin Leila,1957,,,,Fantasy,bollywood indian cinema hindi,3.6,25
3000007112,Agra Road,1957,,,,Nan,bollywood indian cinema hindi,3.6,25
3000007111,Abhimaan,1957,,,,Social Family Drama,bollywood indian cinema hindi,3.6,25
3000007110,Ab Dilli Dur Nahin,1957,,,,Social Drama,bollywood indian cinema hindi,3.6,25
3000007109,Aadmi,1957,,,,Romance Drama,bollywood indian cinema hindi,3.6,25
3000007108,Aasha,1957,,,,Musical Thriller Drama,bollywood indian cinema hindi,3.6,25
3000007118,Bade Sarkar,1957,,,,Social,bollywood indian cinema hindi,3.6,25
3000007158,Laxmi,1957,,,,Social,bollywood indian cinema hindi,3.6,25
3000007132,Do Aankhen Barah Haath,1957,,,,Social,bollywood indian cinema hindi,3.6,25
3000007134,Duniya Rang Rangili,1957,,,,Comedy Thriller,bollywood indian cinema hindi,3.6,25
3000007156,Krishna Sudama,1957,,,,Religious,bollywood indian cinema hindi,3.6,25
3000007155,Kitna Badal Gaya Insaan,1957,,,,Social,bollywood indian cinema hindi,3.6,25
3000007154,Khuda Ka Banda,1957,,,,Action Costume,bollywood indian cinema hindi,3.6,25
3000007153,Kathputli,1957,,,,Drama,bollywood indian cinema hindi,3.6,25
3000007152,Johnny Walker,1957,,,,Comedy,bollywood indian cinema hindi,3.6,25
3000007151,Jeevan Sathi,1957,,,,Family Drama,bollywood indian cinema hindi,3.6,25
3000007150,Jannat,1957,,,,Fantasy,bollywood indian cinema hindi,3.6,25
3000007149,Janam Janam Ke Phere A.K.A. Sati Anapurna,1957,,,,Family Drama Devotional,bollywood indian cinema hindi,3.6,25
3000007148,Jalti Nishani,1957,,,,Nan,bollywood indian cinema hindi,3.6,25
3000007147,Jai Ambe,1957,,,,Devotional,bollywood indian cinema hindi,3.6,25
3000007133,Do Roti,1957,,,,Social Drama,bollywood indian cinema hindi,3.6,25
3000007146,Jahazi Lutera,1957,,,,Action,bollywood indian cinema hindi,3.6,25
3000007144,Hum Panchhi Ek Daal Ke,1957,,,,Children Drama,bollywood indian cinema hindi,3.6,25
3000007143,Hill Station,1957,,,,Social Romance,bollywood indian cinema hindi,3.6,25
3000007142,Hazaar Pariyan,1957,,,,Fantasy,bollywood indian cinema hindi,3.6,25
3000007141,Gateway Of India,1957,,,,Thriller Suspense,bollywood indian cinema hindi,3.6,25
3000007140,Garma Garam,1957,,,,Action,bollywood indian cinema hindi,3.6,25
3000007139,Fashion,1957,,,,Social,bollywood indian cinema hindi,3.6,25
3000007138,Ek Saal,1957,,,,Nan,bollywood indian cinema hindi,3.6,25
3000007137,Ek Jhalak,1957,,,,Social,bollywood indian cinema hindi,3.6,25
3000007136,Ek Gaon Ki Kahani,1957,,,,Social Family,bollywood indian cinema hindi,3.6,25
3000007135,Dushman,1957,,,,Social Action,bollywood indian cinema hindi,3.6,25
3000007145,Jaani Dushman,1957,,,,Social Action,bollywood indian cinema hindi,3.6,25
3000007159,Laxmi Pooja,1957,,,,Devotional,bollywood indian cinema hindi,3.6,25
3000007124,Captain Kishore,1957,,,,Action,bollywood indian cinema hindi,3.6,25
3000007249,Kala Pani,1958,,,,Nan,bollywood indian cinema hindi,3.6,25
3000007219,Bhala Aadmi,1958,,,,Social,bollywood indian cinema hindi,3.6,25
3000007218,Balyogi Upmanyu,1958,,,,Devotional,bollywood indian cinema hindi,3.6,25
3000007217,Baghi Sipahi,1958,,,,Action Costume,bollywood indian cinema hindi,3.6,25
3000007216,Amardeep,1958,,,,Social Drama,bollywood indian cinema hindi,3.6,25
3000007215,Al Hilal,1958,,,,Action Drama Costume,bollywood indian cinema hindi,3.6,25
3000007214,Alladin Ka Chirag,1958,,,,Fantasy,bollywood indian cinema hindi,3.6,25
3000007213,Aji Bas Shukriya,1958,,,,Family Drama,bollywood indian cinema hindi,3.6,25
3000007212,Adalat,1958,,,,Social Drama,bollywood indian cinema hindi,3.6,25
3000007211,Aakhri Dao,1958,,,,Social,bollywood indian cinema hindi,3.6,25
3000007210,12 O'Clock,1958,,,,Suspense Romance,bollywood indian cinema hindi,3.6,25
3000007220,Bhola Shikaar,1958,,,,Action,bollywood indian cinema hindi,3.6,25
3000007246,Jung Bahadur,1958,,,,Action Costume,bollywood indian cinema hindi,3.6,25
3000007311,Zimbo,1958,,,,Action Fantasy,bollywood indian cinema hindi,3.6,25
3000007310,Yahudi,1958,,,,Nan,bollywood indian cinema hindi,3.6,25
3000007309,Virsa And The Magic Doll,1958,,,,Documentary,bollywood indian cinema hindi,3.6,25
3000007308,Trolley Driver,1958,,,,Drama,bollywood indian cinema hindi,3.6,25
3000007307,"Teesri Gali, Gope Got Heart Attack On The Sat During This Movie And He Died On The Spot",1958,,,,Nan,bollywood indian cinema hindi,3.6,25
3000007306,Teerth Yatra,1958,,,,Devotional,bollywood indian cinema hindi,3.6,25
3000007305,Ten O'Clock,1958,,,,Action,bollywood indian cinema hindi,3.6,25
3000007304,Taxi Stand,1958,,,,Action,bollywood indian cinema hindi,3.6,25
3000007303,Taxi 555,1958,,,,Action,bollywood indian cinema hindi,3.6,25
3000007302,Taqdeer,1958,,,,Family,bollywood indian cinema hindi,3.6,25
3000007312,Zindagi Ya Toofan,1958,,,,Social Drama,bollywood indian cinema hindi,3.6,25
3000007301,Talaq,1958,,,,Family,bollywood indian cinema hindi,3.6,25
3000007221,Chaalbaaz,1958,,,,Action,bollywood indian cinema hindi,3.6,25
3000007223,Chandan,1958,,,,Family Drama,bollywood indian cinema hindi,3.6,25
3000007245,Hum Bhi Kuchh Kam Nahin,1958,,,,Action,bollywood indian cinema hindi,3.6,25
3000007244,Howrah Bridge,1958,,,,Thriller Action Romance,bollywood indian cinema hindi,3.6,25
3000007243,Hathkadi,1958,,,,Nan,bollywood indian cinema hindi,3.6,25
3000007242,Harishchandra,1958,,,,Mythology,bollywood indian cinema hindi,3.6,25
3000007241,Great Show Of India,1958,,,,Action Drama,bollywood indian cinema hindi,3.6,25
3000007240,Gopichand,1958,,,,Costume Drama,bollywood indian cinema hindi,3.6,25
3000007239,Ghar Sansar,1958,,,,Family Drama,bollywood indian cinema hindi,3.6,25
3000007238,Ghar Grihasti,1958,,,,Family,bollywood indian cinema hindi,3.6,25
3000007237,Gauri Shankar,1958,,,,Mythology,bollywood indian cinema hindi,3.6,25
3000007236,Gaj Gauri,1958,,,,Monster Fantasy,bollywood indian cinema hindi,3.6,25
3000007222,Chalti Ka Naam Gaadi,1958,,,,Comedy,bollywood indian cinema hindi,3.6,25
3000007235,Farishta,1958,,,,Social,bollywood indian cinema hindi,3.6,25
3000007233,Dulhan,1958,,,,Family Drama,bollywood indian cinema hindi,3.6,25
3000007232,Do Phool,1958,,,,Children Drama,bollywood indian cinema hindi,3.6,25
3000007231,Do Mastane,1958,,,,Social Action Drama,bollywood indian cinema hindi,3.6,25
3000007230,Dilli Ka Thug,1958,,,,Comedy Romance,bollywood indian cinema hindi,3.6,25
3000007229,Devar Bhabhi,1958,,,,Family Drama,bollywood indian cinema hindi,3.6,25
3000007228,Detective,1958,,,,Action,bollywood indian cinema hindi,3.6,25
3000007227,Daughter Of Sindbad,1958,,,,Fantasy Costume,bollywood indian cinema hindi,3.6,25
3000007226,Circus Sundari,1958,,,,Action Drama,bollywood indian cinema hindi,3.6,25
3000007225,Chaubees Ghante,1958,,,,Action Social,bollywood indian cinema hindi,3.6,25
3000007224,Chandu,1958,,,,Social,bollywood indian cinema hindi,3.6,25
3000007234,Ek Shola,1958,,,,Family Drama,bollywood indian cinema hindi,3.6,25
3000007300,Suvarna Sundari,1958,,,,Fantasy,bollywood indian cinema hindi,3.6,25
3000007247,Kabhi Andhera Kabhi Ujala,1958,,,,Nan,bollywood indian cinema hindi,3.6,25
3000007298,Suhaag,1958,,,,Action Drama Fantasy,bollywood indian cinema hindi,3.6,25
3000007265,Mujrim,1958,,,,Nan,bollywood indian cinema hindi,3.6,25
3000007266,Naag Champa,1958,,,,Fantasy,bollywood indian cinema hindi,3.6,25
3000007267,Naya Kadam,1958,,,,Family Social,bollywood indian cinema hindi,3.6,25
3000007268,Naya Paisa,1958,,,,Social Drama,bollywood indian cinema hindi,3.6,25
3000007269,Night Club,1958,,,,Action,bollywood indian cinema hindi,3.6,25
3000007270,Panchayat,1958,,,,Family Social Drama,bollywood indian cinema hindi,3.6,25
3000007271,Parvarish,1958,,,,Family Social,bollywood indian cinema hindi,3.6,25
3000007272,Pati Parmeshwar,1958,,,,Family Drama,bollywood indian cinema hindi,3.6,25
3000007273,Phagun,1958,,,,Social,bollywood indian cinema hindi,3.6,25
3000007274,Phir Subah Hogi,1958,,,,Nan,bollywood indian cinema hindi,3.6,25
3000007264,Mr. Qartoon M.A.,1958,,,,Comedy,bollywood indian cinema hindi,3.6,25
3000007275,Piya Milan,1958,,,,Romance Drama,bollywood indian cinema hindi,3.6,25
3000007277,Post Box 999,1958,,,,Action Suspense,bollywood indian cinema hindi,3.6,25
3000007278,Raagini,1958,,,,Romance Drama,bollywood indian cinema hindi,3.6,25
3000007279,Raj Pratigya,1958,,,,Action Costume,bollywood indian cinema hindi,3.6,25
3000007280,Raj Sinhasan,1958,,,,Romance Drama Costume,bollywood indian cinema hindi,3.6,25
3000007281,Raj Tilak,1958,,,,Romance Drama Costume,bollywood indian cinema hindi,3.6,25
3000007282,Ram Bhakta Vibishan,1958,,,,Devotional,bollywood indian cinema hindi,3.6,25
3000007283,Sachche Ka Bol Bala,1958,,,,Action,bollywood indian cinema hindi,3.6,25
3000007284,Sadhna,1958,,,,Social,bollywood indian cinema hindi,3.6,25
3000007285,Sahara,1958,,,,Family Drama,bollywood indian cinema hindi,3.6,25
3000007299,Sun To Le Hasina,1958,,,,Social,bollywood indian cinema hindi,3.6,25
3000007276,Police,1958,,,,Action Romance,bollywood indian cinema hindi,3.6,25
3000007263,Mr. Q,1958,,,,Nan,bollywood indian cinema hindi,3.6,25
3000007286,Sair-E-Paristan,1958,,,,Fantasy,bollywood indian cinema hindi,3.6,25
3000007261,Milan,1958,,,,Drama,bollywood indian cinema hindi,3.6,25
3000007297,Sone Ki Chidiya,1958,,,,Social Romance,bollywood indian cinema hindi,3.6,25
3000007296,Son Of Sinbad,1958,,,,Fantasy,bollywood indian cinema hindi,3.6,25
3000007295,Solva Saal,1958,,,,Romance,bollywood indian cinema hindi,3.6,25
3000007294,Sohni Mahiwal,1958,,,,Legend Romance,bollywood indian cinema hindi,3.6,25
3000007248,Jailor,1958,,,,Social,bollywood indian cinema hindi,3.6,25
3000007262,Miss 1958,1958,,,,Social,bollywood indian cinema hindi,3.6,25
3000007292,Sitamgar,1958,,,,Nan,bollywood indian cinema hindi,3.6,25
3000007291,Sim Sim Marjina,1958,,,,Fantasy,bollywood indian cinema hindi,3.6,25
3000007290,Shan-E-Hatim,1958,,,,Fantasy,bollywood indian cinema hindi,3.6,25
3000007289,Savera,1958,,,,Social,bollywood indian cinema hindi,3.6,25
3000007288,Sanskar,1958,,,,Social Family,bollywood indian cinema hindi,3.6,25
3000007287,Samrat Chandragupt,1958,,,,Historical Drama,bollywood indian cinema hindi,3.6,25
3000007293,Sitaron Se Aage,1958,,,,Family,bollywood indian cinema hindi,3.6,25
3000007251,Khazanchi,1958,,,,Family Social,bollywood indian cinema hindi,3.6,25
3000007252,Khota Paisa,1958,,,,Social,bollywood indian cinema hindi,3.6,25
3000007253,Lajwanti,1958,,,,Family Social,bollywood indian cinema hindi,3.6,25
3000007254,Lala Rookh,1958,,,,Legend Drama,bollywood indian cinema hindi,3.6,25
3000007255,Light House,1958,,,,Suspense,bollywood indian cinema hindi,3.6,25
3000007256,Madhumati,1958,,,,Reincarnation Romance,bollywood indian cinema hindi,3.6,25
3000007257,Maalik,1958,,,,Social Family Drama,bollywood indian cinema hindi,3.6,25
3000007258,Matwala,1958,,,,Action,bollywood indian cinema hindi,3.6,25
3000007259,Maya Bazar,1958,,,,Mythology,bollywood indian cinema hindi,3.6,25
3000007250,Karigar,1958,,,,Social Family,bollywood indian cinema hindi,3.6,25
3000007260,Mehndi,1958,,,,Nan,bollywood indian cinema hindi,3.6,25
3000007367,Kal Hamara Hai,1959,,,,Social,bollywood indian cinema hindi,3.6,25
3000007368,Kali Topi Lal Rumal,1959,,,,Social,bollywood indian cinema hindi,3.6,25
3000007369,Kangan,1959,,,,Family Social,bollywood indian cinema hindi,3.6,25
3000007370,Kanhaiya,1959,,,,Social,bollywood indian cinema hindi,3.6,25
3000007371,Kavi Kalidas,1959,,,,Devotional,bollywood indian cinema hindi,3.6,25
3000007376,Love Marriage,1959,,,,Nan,bollywood indian cinema hindi,3.6,25
3000007373,Khoobsurat Dhokha,1959,,,,Action Adventure,bollywood indian cinema hindi,3.6,25
3000007374,Kya Ye Bombay Hai,1959,,,,Action,bollywood indian cinema hindi,3.6,25
3000007375,Lady Robinhood,1959,,,,Action,bollywood indian cinema hindi,3.6,25
3000007377,Maa Ke Aansoo,1959,,,,Family,bollywood indian cinema hindi,3.6,25
3000007378,Madam Xyz,1959,,,,Suspense Action,bollywood indian cinema hindi,3.6,25
3000007366,Kaagaz Ke Phool,1959,,,,Romance Social,bollywood indian cinema hindi,3.6,25
3000007372,Keechak Vadha,1959,,,,Mythological,bollywood indian cinema hindi,3.6,25
3000007365,Jungle King,1959,,,,Action Adventure,bollywood indian cinema hindi,3.6,25
3000007358,Hum Bhi Insaan Hain,1959,,,,Social,bollywood indian cinema hindi,3.6,25
3000007363,Jagir,1959,,,,Family Drama,bollywood indian cinema hindi,3.6,25
3000007335,Chirag Kahan Roshni Kahan,1959,,,,Family Drama,bollywood indian cinema hindi,3.6,25
3000007334,Chini Jadugar,1959,,,,Action,bollywood indian cinema hindi,3.6,25
3000007333,Chhoti Bahen,1959,,,,Family Drama,bollywood indian cinema hindi,3.6,25
3000007331,Char Dil Char Rahen,1959,,,,Social Drama Romance,bollywood indian cinema hindi,3.6,25
3000007330,Chandrasena,1959,,,,Costume Devotional,bollywood indian cinema hindi,3.6,25
3000007329,Chand,1959,,,,Family Drama,bollywood indian cinema hindi,3.6,25
3000007328,Chacha Zindabad,1959,,,,Family Comedy,bollywood indian cinema hindi,3.6,25
3000007327,C. I. D. Girl,1959,,,,Social Action Drama,bollywood indian cinema hindi,3.6,25
3000007326,Bus Conductor,1959,,,,Social Action,bollywood indian cinema hindi,3.6,25
3000007325,Blackmailer,1959,,,,Suspense Thriller,bollywood indian cinema hindi,3.6,25
3000007336,Circus Queen,1959,,,,Action Thriller,bollywood indian cinema hindi,3.6,25
3000007324,Black Cat,1959,,,,Thriller Drama,bollywood indian cinema hindi,3.6,25
3000007322,Bhagwan Aur Shaitaan,1959,,,,Nan,bollywood indian cinema hindi,3.6,25
3000007321,Bedard Zamana Kya Jaane,1959,,,,Family Social,bollywood indian cinema hindi,3.6,25
3000007320,Barkha,1959,,,,Social Family,bollywood indian cinema hindi,3.6,25
3000007319,Bank Manager,1959,,,,Social Family,bollywood indian cinema hindi,3.6,25
3000007318,Baazigar,1959,,,,Action Costume Drama,bollywood indian cinema hindi,3.6,25
3000007317,Baap Bete,1959,,,,Family Drama,bollywood indian cinema hindi,3.6,25
3000007316,Ardhangini,1959,,,,Family Drama,bollywood indian cinema hindi,3.6,25
3000007315,Anari,1959,,,,Social Romance,bollywood indian cinema hindi,3.6,25
3000007314,Amar Shaheed,1959,,,,Biographical Patriotic Drama,bollywood indian cinema hindi,3.6,25
3000007313,Aangan,1959,,,,Family Drama,bollywood indian cinema hindi,3.6,25
3000007323,Bhai Bahen,1959,,,,Family Drama,bollywood indian cinema hindi,3.6,25
3000007364,Jawani Ki Hawa,1959,,,,Social,bollywood indian cinema hindi,3.6,25
3000007337,Commander,1959,,,,Action,bollywood indian cinema hindi,3.6,25
3000007339,Deep Jalta Rahe,1959,,,,Drama,bollywood indian cinema hindi,3.6,25
3000007362,Jagga Daku,1959,,,,Action,bollywood indian cinema hindi,3.6,25
3000007361,Jaal Saaz,1959,,,,Social Action,bollywood indian cinema hindi,3.6,25
3000007360,Insan Jaag Utha,1959,,,,Social,bollywood indian cinema hindi,3.6,25
3000007359,Hunterwali,1959,,,,Action Costume,bollywood indian cinema hindi,3.6,25
3000007357,Hero No.1,1959,,,,Action,bollywood indian cinema hindi,3.6,25
3000007356,Heera Moti,1959,,,,Family Social Drama,bollywood indian cinema hindi,3.6,25
3000007355,Guest House,1959,,,,Suspense Drama,bollywood indian cinema hindi,3.6,25
3000007354,Grihalakshmi,1959,,,,Family Drama,bollywood indian cinema hindi,3.6,25
3000007353,Goonj Uthi Shehnai,1959,,,,Musical Romance Drama,bollywood indian cinema hindi,3.6,25
3000007352,Gokul Ka Chor,1959,,,,Devotional,bollywood indian cinema hindi,3.6,25
3000007338,Daaka,1959,,,,Nan,bollywood indian cinema hindi,3.6,25
3000007351,Ghar Ghar Ki Baat,1959,,,,Family Drama,bollywood indian cinema hindi,3.6,25
3000007349,Fashionable Wife,1959,,,,Social,bollywood indian cinema hindi,3.6,25
3000007348,Ek Armaan Mera,1959,,,,Fantasy,bollywood indian cinema hindi,3.6,25
3000007347,Duniya Na Mane,1959,,,,Social,bollywood indian cinema hindi,3.6,25
3000007346,Dr. Z,1959,,,,Action Thriller,bollywood indian cinema hindi,3.6,25
3000007345,Do Ustad,1959,,,,Comedy Action,bollywood indian cinema hindi,3.6,25
3000007344,Do Gunde,1959,,,,Action,bollywood indian cinema hindi,3.6,25
3000007343,Do Behnen,1959,,,,Family Drama,bollywood indian cinema hindi,3.6,25
3000007342,Dil Deke Dekho,1959,,,,Romance Musical,bollywood indian cinema hindi,3.6,25
3000007341,Didi,1959,,,,Family Drama,bollywood indian cinema hindi,3.6,25
3000007340,Dhool Ka Phool,1959,,,,Social Family Drama,bollywood indian cinema hindi,3.6,25
3000007350,Forty Days,1959,,,,Action Suspense,bollywood indian cinema hindi,3.6,25
3000007332,Charnon Ki Dasi,1959,,,,Family Drama,bollywood indian cinema hindi,3.6,25
3000007380,Madhu,1959,,,,Social,bollywood indian cinema hindi,3.6,25
3000007381,Main Nashe Mein Hoon,1959,,,,Social,bollywood indian cinema hindi,3.6,25
3000007379,Madari,1959,,,,Action Drama,bollywood indian cinema hindi,3.6,25
3000007411,Zara Bachke,1959,,,,Action Drama,bollywood indian cinema hindi,3.6,25
3000007410,Ujala,1959,,,,Social Romance,bollywood indian cinema hindi,3.6,25
3000007409,Tipu Sultan,1959,,,,Historical,bollywood indian cinema hindi,3.6,25
3000007407,Swarg Se Sundar Desh Hamara,1959,,,,Social,bollywood indian cinema hindi,3.6,25
3000007406,Sujata,1959,,,,Social Family,bollywood indian cinema hindi,3.6,25
3000007405,Shararat,1959,,,,Comedy,bollywood indian cinema hindi,3.6,25
3000007404,School Master,1959,,,,Social Family,bollywood indian cinema hindi,3.6,25
3000007403,Sazish,1959,,,,Action Social,bollywood indian cinema hindi,3.6,25
3000007402,Sawan,1959,,,,Romance Musical,bollywood indian cinema hindi,3.6,25
3000007401,Satta Bazaar,1959,,,,Family Social,bollywood indian cinema hindi,3.6,25
3000007400,Sati Vaishalini,1959,,,,Devotional,bollywood indian cinema hindi,3.6,25
3000007399,Santan,1959,,,,Family Social,bollywood indian cinema hindi,3.6,25
3000007398,Samrat Prithviraj Chauhan,1959,,,,Historical Epic,bollywood indian cinema hindi,3.6,25
3000007397,Sahil,1959,,,,Drama Romance,bollywood indian cinema hindi,3.6,25
3000007408,Tikdambaaz,1959,,,,Nan,bollywood indian cinema hindi,3.6,25
3000007395,Qaidi No. 911,1959,,,,Nan,bollywood indian cinema hindi,3.6,25
3000007382,Maine Jeena Seekh Liya,1959,,,,Social Drama,bollywood indian cinema hindi,3.6,25
3000007396,Raat Ke Rahi,1959,,,,Nan,bollywood indian cinema hindi,3.6,25
3000007383,Minister,1959,,,,Social,bollywood indian cinema hindi,3.6,25
3000007385,Mr. John,1959,,,,Comedy,bollywood indian cinema hindi,3.6,25
3000007386,Naach Ghar,1959,,,,Social Drama,bollywood indian cinema hindi,3.6,25
3000007387,Nai Raahen,1959,,,,Nan,bollywood indian cinema hindi,3.6,25
3000007384,Mohar,1959,,,,Action Drama,bollywood indian cinema hindi,3.6,25
3000007389,Naya Sansar,1959,,,,Social,bollywood indian cinema hindi,3.6,25
3000007390,O Tera Kya Kahna,1959,,,,Comedy Social,bollywood indian cinema hindi,3.6,25
3000007394,Pyar Ki Rahen,1959,,,,Family Social,bollywood indian cinema hindi,3.6,25
3000007391,Paigham,1959,,,,Social Drama,bollywood indian cinema hindi,3.6,25
3000007392,Pakshiraj,1959,,,,Mythology,bollywood indian cinema hindi,3.6,25
3000007388,Navrang,1959,,,,Social,bollywood indian cinema hindi,3.6,25
3000007393,Pehli Raat,1959,,,,Family Drama,bollywood indian cinema hindi,3.6,25
3000007478,Mehlon Ke Khwab,1960,,,,Comedy Suspense Romance,bollywood indian cinema hindi,3.6,25
3000007479,Mera Ghar Mere Bachche,1960,,,,Family Drama,bollywood indian cinema hindi,3.6,25
3000007480,Miss Goodnight,1960,,,,Action Romance,bollywood indian cinema hindi,3.6,25
3000007482,Miyan Biwi Razi,1960,,,,Family Social,bollywood indian cinema hindi,3.6,25
3000007483,Mohabbat Ki Jeet,1960,,,,Romance Action Costume,bollywood indian cinema hindi,3.6,25
3000007485,Mughal-E-Azam,1960,,,,Historical Costume Romance,bollywood indian cinema hindi,3.6,25
3000007477,Maya Machhendra,1960,,,,Mythology Costume,bollywood indian cinema hindi,3.6,25
3000007486,Nache Nagin Baje Been,1960,,,,Costume Drama,bollywood indian cinema hindi,3.6,25
3000007481,Mitti Mein Sona,1960,,,,Social Romance,bollywood indian cinema hindi,3.6,25
3000007476,Masoom,1960,,,,Family Children,bollywood indian cinema hindi,3.6,25
3000007469,Kanoon,1960,,,,Nan,bollywood indian cinema hindi,3.6,25
3000007474,Maa Baap,1960,,,,Family Social Drama,bollywood indian cinema hindi,3.6,25
3000007473,Love In Simla,1960,,,,Romance,bollywood indian cinema hindi,3.6,25
3000007472,Lal Quila,1960,,,,Historical Musical Romance,bollywood indian cinema hindi,3.6,25
3000007471,Lady Of The Lake,1960,,,,Costume Thriller Action,bollywood indian cinema hindi,3.6,25
3000007470,Kohinoor,1960,,,,Costume Drama,bollywood indian cinema hindi,3.6,25
3000007468,Kalpana,1960,,,,Drama Romance,bollywood indian cinema hindi,3.6,25
3000007467,Kala Bazar,1960,,,,Romance Drama,bollywood indian cinema hindi,3.6,25
3000007466,Kala Aadmi,1960,,,,Thriller Drama,bollywood indian cinema hindi,3.6,25
3000007465,Jo Huwa So Bhool Ja,1960,,,,Social,bollywood indian cinema hindi,3.6,25
3000007487,Nai Maa,1960,,,,Family Drama,bollywood indian cinema hindi,3.6,25
3000007475,Manzil,1960,,,,Romance Musical,bollywood indian cinema hindi,3.6,25
3000007488,Nakhrewali,1960,,,,Romance Social,bollywood indian cinema hindi,3.6,25
3000007503,Superman,1960,,,,Action,bollywood indian cinema hindi,3.6,25
3000007490,Patang,1960,,,,Nan,bollywood indian cinema hindi,3.6,25
